,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,DISTRICT,WEBSITE,Private
526,Highland Middle School,Highland Middle School,15027 NE Bellevue-Redmond Rd,98007,-122.14078599,47.62586335,BELLEVUE,http://www.bsd405.org/highland/homepage/,No
527,Auburn Maint/Ops/Trans Center,Auburn Maint/Ops/Trans Center,615 15th St SW,98001,-122.2353052,47.29646401,AUBURN,http://www.auburn.wednet.edu/Default.htm,No
528,North Seattle Christian Jr High School,North Seattle Christian Jr High School,12345 8th Ave NE,98125,-122.32159553,47.718591, ,none,No
529,Choice Academy,Choice Academy,18367 8th Ave S,98148,-122.32508587,47.43762568,HIGHLINE,http://www.highlineschools.org/choice/Pages/Home.aspx,No
530,Margaret Mead School,Margaret Mead School,1725 216th Ave NE,98074,-122.05307378,47.6255934,LAKE WASHINGTON,http://schools.lwsd.org/mead/,No
531,Auburn Administrative Center,Auburn Administrative Center,915 4th St NE,98002,-122.21716659,47.31198419,AUBURN,http://www.auburn.wednet.edu/Default.htm,No
532,Discovery Community School,Discovery Community,12801 84th Ave NE,98034,-122.23044476,47.71592313,LAKE WASHINGTON,http://schools.lwsd.org/discovery/,No
533,St George School,St George School,5117 13th Ave S,98108,-122.31641136,47.5558661,SEATTLE,http://saintgeorgeseattle.org/,No
534,Westside School,Westside,10015 28th Ave SW,98146,-122.36887752,47.51271067,HIGHLINE,http://www.westsideschool.org/,No
535,Spiritridge School,Spiritridge School,16401 SE 24th St,98008,-122.12006682,47.58781662,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=135,No
536,Albert Einstein School,Albert Einstein,18025 NE 116th St,98052,-122.09817519,47.70222521,LAKE WASHINGTON,http://schools.lwsd.org/einstein/,No
537,Sand Point School,Sand Point School,6208 60th Ave NE,98105,-122.26293466,47.67364962,SHORELINE,http://www.seattleschools.org/area/newschools/sand_point/index.dxml,No
538,Cascade Parent Partnership Program,Cascade PPP,1330 N 90th St,98103,-122.34048783,47.69510029,SEATTLE,http://cppp.seattleschools.org/modules/cms/pages.phtml?pageid=225304&sessionid=3f65276fb14eb8d6bafde13a0577d098,No
539,Administration-144th St,Admin,4640 S 144th St,98168,-122.27408923,47.47433809,TUKWILA,http://www.tukwila.wednet.edu/tukwilasd/site/default.asp,No
540,Seattle Christian High School,Seattle Christian High School,19639 28th Ave S,98188,-122.29938727,47.42601127,SEATTLE,http://www.seattlechristian.com/academics/h_school.asp,No
541,Federal Way Memorial Field,Federal Way Memorial Field,1300 S 308th St,98003,-122.31706283,47.32761275,FEDERAL WAY,http://www.fwps.org/info/schools/directions/memorial.html,No
542,International School,International School,521 128th Ave SE,98005,-122.17058554,47.6040277,BELLEVUE,http://www.bsd405.org/default.aspx?tabid=121,No
543,Supply,Supply,235 N Airport Way,98057,-122.21286,47.48481943,RENTON,none,No
544,Administration Center-SE 256th St,Admin,12033 SE 256th St,98030,-122.17935917,47.37090758,KENT,http://www.kent.k12.wa.us/KSD/AC/campus/,No
545,Maple Valley School,Maple Valley School,16700 174th Ave SE,98058,-122.11136481,47.45259517,KENT,http://www.rainiercsd.org/mvces/index.htm,No
546,Chief Sealth High School,Chief Sealth,2600 SW Thistle St,98106,-122.36615684,47.52863023,SEATTLE,http://www.seattleschools.org/schools/chiefsealth/,No
547,Grass Lake School,Grass Lake School,28700 191st Pl SE,98042,-122.08704535,47.34462376,KENT,http://www.kent.k12.wa.us/ksd/GL/,No
548,Mt Baker High School,MT. BAKER,620 37th St SE,98002,-122.22014558,47.27452349,AUBURN,http://www.auburn.wednet.edu/homepages/mtbaker/default.htm,No
549,Evergreen High School,Evergreen High School,830 SW 116th St,98146,-122.34543334,47.50035361,HIGHLINE,http://schools.publicschoolsreport.com/Washington/Seattle/EvergreenHighSchool.html,No
550,Islander Middle Jr High School,Islander Middle Jr High School,8225 SE 72nd St,98040,-122.22832583,47.53768418,MERCER ISLAND,http://www.misd.k12.wa.us/schools/ims/,No
551,Tahoma Jr High,Tahoma,25600 SE Summit-Landsburg Rd,98051,-122.00025537,47.37281098,TAHOMA,http://www.tahoma.wednet.edu/SubSite/TJH/index2.html,No
552,Evergreen Lutheran High School,Evergreen Lutheran,2021 S 260th St,98198,-122.30724534,47.36836509,FEDERAL WAY,http://www.elhs.org/,No
553,Scenic Hill School,Scenic Hill School,26025 Woodland Way S,98030,-122.21137657,47.36814674,KENT,http://www.kent.k12.wa.us/ksd/SH/,No
554,Thunder Mountain Middle School,Thunder Mountain,42018 264th Ave SE,98022,-121.98751142,47.22310443,ENUMCLAW,http://www.enumclaw.wednet.edu/schools/thundermt/default.aspx,No
555,Mill Creek Middle School,Mill Creek,620 Central Ave N,98032,-122.22965909,47.3856915,KENT,http://www.kent.k12.wa.us/ksd/MC/,No
556,Emerald Park School,Emerald Park,11800 SE 216th St,98031,-122.18313741,47.40982152,KENT,http://www.kent.k12.wa.us/ksd/EP/,No
557,South Seattle College Georgetown Campus,SSC Georgetown,6770 E MARGINAL WAY S,98108,-122.32683129,47.54257873, , ,No
558,Bellevue Christian Three Points School,Bellevue Christian Three Points,7800 NE 28th St,98039,-122.23520136,47.63604624,BELLEVUE,http://www.bellevuechristian.org/,No
559,Wing Luke School,Wing Luke School,3701 S Kenyon Way,98118,-122.28490805,47.53073742,SEATTLE,http://www.seattleschools.org/schools/wingluke/,No
560,Bellevue College,Bellevue College,3000 Landerholm Circle SE,98007,-122.14788791,47.58529192,BELLEVUE,http://bellevuecollege.edu/,No
561,Seattle University,Seattle U,901 12th Ave,98122,-122.31711206,47.61065349,SEATTLE,http://www.seattleu.edu/,No
562,Briarwood School,Briarwood School,17020 SE 134th St,98059,-122.11409739,47.48341006,ISSAQUAH,http://www.briarwood.issaquah.wednet.edu/,No
563,Phantom Lake School,Phantom Lake School,1050 160th Ave SE,98008,-122.12543279,47.60049454,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=128,No
564,University of Washington,UW,4001 E Stevens Way NE,98195,-122.30531058,47.65525806,SEATTLE,http://www.washington.edu/,No
565,Bellevue College-North Campus,BC and BCC,14673 NE 29th Place,98007,-122.14883041,47.58581585,BELLEVUE,http://www.bcc.ctc.edu/,No
566,Snoqualmie Middle School,Snoqualamie Middle School,9200 Railroad Ave SE,98065,-121.81393654,47.51843528,SNOQUALMIE VALLEY,http://sms.svsd410.org/,No
567,Twin Lakes School,Twin Lakes School,4400 SW 320th St,98023,-122.38824551,47.31597289,FEDERAL WAY,http://schools.fwps.org/twinlakes/,No
568,Spring Glen School,Spring Glen School,2607 Jones Ave S,98055,-122.19744535,47.45640271,RENTON,http://www.renton.wednet.edu/news0506/0506_head_start050906.htm,No
569,Northgate School,Northgate School,11725 1st Ave NE,98133,-122.32934258,47.71483327,SEATTLE,http://www.seattleschools.org/schools/northgate/,No
570,Yeshiva High School,Yeshiva HS,5017 90th Ave SE,98040,-122.22003839,47.55778654,MERCER ISLAND,http://www.nyhs.net/main/index.php,No
571,Wellington School,Wellington School,16501 NE 195th St,98072,-122.12026209,47.76767852,NORTHSHORE,http://schoolcenter.nsd.org/education/components/scrapbook/default.php?sectionid=34,No
572,Timbercrest Jr High,Timbercrest,19115 215th Way NE,98077,-122.05104973,47.76636052,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=33,No
573,Mot Office Building,Mot,4136 86th Ave SE,98040,-122.22373918,47.57211974,MERCER ISLAND,http://www.misd.k12.wa.us/departments/maintenance/,No
574,Heritage Christian School,Heritage Christian School,19527 104th Ave NE,98011,-122.20230981,47.76966906,NORTHSHORE,http://www.hcabothell.org/,No
575,Bryant School,Bryant School,3311 NE 60th St,98105,-122.29200636,47.67151271,SEATTLE,http://www.bryantschool.org/,No
576,Hollywood Hill School,Hollywood Hill School,17110 148th Ave NE,98072,-122.13980042,47.75199342,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=17,No
577,St Brendan School,St Brendan School,10049 NE 195th St,98011,-122.20541442,47.7689058,NORTHSHORE,http://www.saintbrendan.org/,No
578,McMicken Heights School,McMicken Heights School,3708 S 168th St,98188,-122.28521221,47.45328718,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/mcmicken/,No
579,Horace Mann School,Horace Mann School,17001 NE 104th St,98052,-122.11331306,47.69217114,LAKE WASHINGTON,http://schools.lwsd.org/mann/,No
580,Cedarhurst School,Cedarhurst School,611 132nd St,98168,-122.3305195,47.50011024,HIGHLINE,http://hsd401.org/ourschools/elementaryschools/cedarhurst/,No
581,Marvista School,Marvista School,19800 Marine View Dr SW,98166,-122.34287809,47.42508064,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/marvista/,No
582,Alexander Graham Bell School,Alexander Graham Bell School,11212  NE 112th St,98033,-122.19194021,47.70139623,LAKE WASHINGTON,http://schools.lwsd.org/bell/,No
583,Tahoma Middle School,Tahoma Middle School,24425 SE 216th St,98038,-122.01512139,47.40760678,TAHOMA,http://www.tahoma.wednet.edu/SubSite/TMS/Index2.html,No
584,Sacajawea School,Sacajawea School,9501 20th Ave NE,98115,-122.30762648,47.6984372,SEATTLE,http://www.seattleschools.org/schools/sacajawea/,No
585,Mount View School,Mount View School,10811 12th Ave SE,98146,-122.35049781,47.50646058,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/mtview/,No
586,Maywood Middle School,Maywood Middle School,14490 168th St SE,98059,-122.1149229,47.47143163,ISSAQUAH,http://www.maywood.issaquah.wednet.edu/,No
587,Holy Rosary School,Holy Rosary School,4142 42nd Ave SW,98116,-122.38501996,47.56541923,SEATTLE,http://www.holyrosaryws.org/,No
588,Kings School,Kings School,19531 Dayton Ave N,98133,-122.35417467,47.77149875,SHORELINE,http://www.insiderpages.com/b/15237877260,No
589,Clark School,Clark School,500 2nd Ave SE,98027,-122.029621,47.52430356,ISSAQUAH,http://www.clark.issaquah.wednet.edu/,No
590,Lake Forest Park School,Lake Forest Park School,18500 37th Ave NE,98155,-122.28782034,47.76305865,SHORELINE,http://schools.shorelineschools.org/lake_forest_park/,No
591,Highland Terrace School,Highland Terrace School,100 N 160th St,98133,-122.35943735,47.74569157,SHORELINE,http://schools.shorelineschools.org/highland_terrace/,No
592,Illahee Jr High School,Illahee Jr High School,36001 1st Ave S,98003,-122.3359464,47.27749316,FEDERAL WAY,http://schools.fwps.org/illahee/,No
593,Enumclaw Jr High School,Enumclaw Jr High School,550 Semanski St,98022,-122.00796287,47.18707392,ENUMCLAW,http://www.enumclaw.wednet.edu/schools/middleschool/default.aspx,No
594,John Hay School,John Hay School,201 Garfield St,98109,-122.35171817,47.63289669,SEATTLE,http://www.seattleschools.org/schools/johnhay/,No
595,Lakeridge School-Mercer Island,Lakeridge School in Mercer Island,8215 SE 78th St,98040,-122.22864233,47.5324589,MERCER ISLAND,http://www.misd.k12.wa.us/schools/lr/,No
596,Sealth High School,Sealth High School,5950 Delridge Way SW,98106,-122.36615684,47.52863023,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=018&MiddleSel=heading&K8Sel=heading&ElementarySel=heading&AlternativeSel=heading&HighBtn.x=7&HighBtn.y=8,No
597,Issaquah High School,Issaquah High School,700 2nd Ave SE,98027,-122.02843535,47.52305196,ISSAQUAH,http://www.ihs.issaquah.wednet.edu/,No
598,Clyde Hill School,Clyde Hill School,9601 NE 24th St,98004,-122.2108663,47.63099199,BELLEVUE,http://www.bsd405.org/default.aspx?tabid=113,No
599,Northshore Jr High School,Northshore Jr High School,12101 NE 160th St,98011,-122.17981044,47.74314904,NORTHSHORE,http://events.seattlepi.com/bothell-wa/venues/show/972494-northshore-junior-high-school,No
600,Vashon Island High School,Vashon Island High School,20120 Vashon Hwy SW,98070,-122.4582053,47.42329007,VASHON,http://www.vashonsd.wednet.edu/index.php?/district2/vhs/,No
601,Rainier View School-Skyway,Rainier View School in Skyway,11650 Beacon Ave S,98178,-122.26317424,47.49886137,SEATTLE,http://www.seattleschools.org/area/siso/reports/anrep/elem/264.pdf,No
602,St Francis of Assisi School,St Francis of Assisi School,15216 21st Ave SW,98166,-122.36022492,47.46635887,HIGHLINE,http://www.stfoa.org/parish/indexPS.php,No
603,St Anthony Private School,St Anthony Private School,336 Shattuck Ave S,98057,-122.21298684,47.4784119,RENTON,http://www.sasr.org/,No
604,Stevens School,Stevens School,1242 18th Ave E,98112,-122.30803069,47.63192858,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=heading&MiddleSel=heading&K8Sel=heading&ElementarySel=272&AlternativeSel=heading&ElementaryBtn.x=3&ElementaryBtn.y=10,No
605,"Wilder, Laura Ingalls School","Wilder, Laura Ingalls School",22130 NE 133rd St,98077,-122.04178965,47.71951218,LAKE WASHINGTON,http://schools.lwsd.org/Wilder/,No
606,Concordia Lutheran School,Concordia Lutheran School,7040 36th Ave NE,98115,-122.28910487,47.680509,SEATTLE,http://www.concordialutheranschool.com/index.php,No
607,Dimmit A W Middle Jr High School,Dimmit A W Middle Jr High School,12320 80th Ave S,98178,-122.2323001,47.49252003,RENTON,http://dimmitt.rentonschools.us/,No
608,Brighton School,Brighton School,6735 45th Ave S,98118,-122.27691379,47.54174128,SEATTLE,http://www.seattleschools.org/area/siso/reports/anrep/elem/207.pdf,No
609,Green River Montessori School,Green River Montessori School,922 12th St NE,98002,-122.21749519,47.31836025,AUBURN,http://www.grmontessori.com/,No
610,Green Gables School,Green Gables School,32607 47th Ave SW,98023,-122.39390947,47.30920724,FEDERAL WAY,http://schools.fwps.org/gg/,No
611,Liberty High School,Liberty High School,16655 SE 136th St,98059,-122.11775568,47.48006974,ISSAQUAH,http://www.liberty.issaquah.wednet.edu/,No
612,Apollo School,Apollo School,15052 SE 117th St,98059,-122.13886774,47.49734499,ISSAQUAH,http://www.apollo.issaquah.wednet.edu/,No
613,University of Washington-HUB,U of W,Stevens Way & Benton Ln.,98195,-122.30531212,47.65525621,SEATTLE,http://depts.washington.edu/sauf/,No
614,Hughes School,Hughes School,7740 34th Ave SW,98126,-122.37492944,47.53283585,SEATTLE,none,No
615,Sunset School in Bellevue,Sunset School in Bellevue,4229 W Lake Sammamish Pkwy SE,98008,-122.10163224,47.56879233,ISSAQUAH,http://connect.issaquah.wednet.edu/elementary/sunset/default.aspx,No
616,Roosevelt High School,Roosevelt High School,1410 NE 66th St,98115,-122.31261863,47.67737184,SEATTLE,http://www.rhsseattle.org/,No
617,Arrowhead School,Arrowhead School,6725 Arrowhead Dr,98028,-122.25169168,47.73705696,NORTHSHORE,http://schoolcenter.nsd.org/education/components/scrapbook/default.php?sectionid=7,No
618,Greenwood School,Greenwood School,144 N 80th St,98117,-122.360048,47.68727969,SEATTLE,http://www.greenwoodpta.org/,No
619,East Hill School,East Hill School,9825 SE 240th St,98030,-122.20825703,47.38603226,KENT,http://www.kent.k12.wa.us/ksd/EH/,No
620,Lakeridge School-Skyway,Lakeridge School in Skyway,7400 S 115th St,98178,-122.23996144,47.49981225,RENTON,http://www.renton.wednet.edu/schools/lkr.htm,No
621,Sammamish High School,Sammamish High School,100 140th Ave SE,98005,-122.15230466,47.60845832,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=131,No
622,Highline Big Picture School,Highline Big Picture School,2450 S 142nd ST,98168,-122.29980616,47.47679892,HIGHLINE,http://www.hsd401.org/ourschools/highschools/bigpicture/,No
623,Gidden School,Gidden School,620 20th Ave S,98144,-122.30601375,47.59691738,SEATTLE,http://www.giddensschool.org/,No
624,Neely Obrien School,Neely Obrien School,6300 S 236th St,98032,-122.25630758,47.39159231,KENT,http://www.kent.k12.wa.us/ksd/NO/,No
625,Crestwood School,Crestwood School,25225 180th Ave SE,98042,-122.10358636,47.37584933,KENT,http://www.kent.k12.wa.us/ksd/CW/,No
626,Southern Heights School,Southern Heights School,11249 14th Ave S,98168,-122.31578425,47.50199882,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/soheights/,No
627,Beverly Park School,Beverly Park School,1201 S 104th St,98168,-122.31743379,47.50943567,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/beverly/,No
628,White Center Heights School,White Center Heights School,712 SW 102nd St,98146,-122.3437745,47.51333502,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/whitecenter/,No
629,Seattle Prep High School,Seattle Prep High School,2400 11th Ave E,98102,-122.31750734,47.64102096,SEATTLE,http://www.seaprep.org/,No
630,Eton School,Eton School,2701 BEL RED RD,98008,-122.12846817,47.63442824, , ,No
631,Gregory Heights School,Gregory Heights School,16201 16th Ave SW,98166,-122.35596072,47.45813236,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/gregory/,No
632,Bailey Gatzert School,Gatzert School,1301 Yesler Way,98144,-122.31560941,47.60114241,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=heading&MiddleSel=heading&K8Sel=heading&ElementarySel=226&AlternativeSel=heading&ElementaryBtn.x=12&ElementaryBtn.y=5,No
633,Lakeview School-Auburn,Lakeview School in Auburn,16401 SE 318th St,98092,-122.12227904,47.31657806,AUBURN,http://www.auburn.wednet.edu/lakeview/,No
634,Des Moines School,Des Moines School,22001 9th Ave S,98198,-122.32268914,47.40489323,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/desmoines/,No
635,Enatai School,Enatai School,10615 SE 23rd St,98004,-122.19849552,47.58955085,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=118,No
636,St Edward School,St Edward School,4212 S Mead St,98118,-122.27911062,47.55065839,SEATTLE,http://www.saintedwardseattle.org/,No
637,Kennydale School,Kennydale School,1700 NE 28th St,98056,-122.19749636,47.51742784,RENTON,http://kennydale.rentonschools.us/,No
638,Christian Life Prep School,Christian Life Prep School,629 S 356th St,98003,-122.32591318,47.28164464,FEDERAL WAY,none,No
639,St Annes School,St Annes School,101 W Lee St,98119,-122.35813929,47.63110333,SEATTLE,http://www.stannesea.org/,No
640,Meeker Jr High School,Meeker Jr High School,12600 SE 192nd St,98058,-122.17250012,47.43103445,KENT,http://www.kent.k12.wa.us/ksd/MK/,No
641,Holy Family School-Auburn,Holy Family School in Auburn,505 17th St SE,98002,-122.22304614,47.29401627,AUBURN,http://schools.privateschoolsreport.com/Washington/Auburn/HolyFamilySchool.html,No
642,St Vincent De Paul School,St Vincent De Paul School,30527 8th Ave S,98003,-122.32461067,47.32729408,FEDERAL WAY,http://www.stvs.org/,No
643,Valhalla School,Valhalla School,27847 42nd Ave S,98001,-122.28179269,47.35122475,FEDERAL WAY,http://schools.fwps.org/val/,No
644,Montlake School,Montlake School,2409 22nd Ave E,98112,-122.30428578,47.64063078,SEATTLE,http://montlakeschool.org/default.aspx,No
645,Island Park School,Island Park School,5437 Island Crest Way,98040,-122.22270788,47.55374949,MERCER ISLAND,http://www.misd.k12.wa.us/schools/ip/,No
646,Meridian Elementary School,Meridian Elementary School,4649 Sunnyside Ave N,98103,-122.3315251,47.6634655,SEATTLE,http://www.meridianschool.edu/,No
647,Eckstein Middle School,Eckstein Middle School,3003 NE 75th St,98115,-122.29487397,47.68258688,SEATTLE,http://ecksteineagles.org,No
648,Kenmore School,Kenmore School,19121 71st Ave NE,98028,-122.24579209,47.76781772,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=20,No
649,City University-Bellevue,City University Bellevue,11900 NE 1st St,98005,-122.18278168,47.61146622,BELLEVUE,http://www.cityu.edu/locations/bellevue.htm,No
650,Moorlands School,Moorlands School,15115 84th Ave NE,98028,-122.23085579,47.73862813,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=26,No
651,Emerson School,Emerson School,9709 60th Ave S,98118,-122.25863825,47.51481851,SEATTLE,http://www.seattleschools.org/schools/emerson/,No
652,Sequoia Jr High School,Sequoia Jr High School,11000 SE 264th St,98030,-122.19383097,47.36630988,KENT,http://sequoia.echalk.com/home,No
653,Talbot Hill School,Talbot Hill School,2300 Talbot Rd S,98055,-122.21122249,47.4580633,RENTON,http://talbothill.rentonschools.us/,No
654,Totem Jr High School,Totem Jr High School,26630 40th Ave S,98032,-122.28182935,47.36280189,FEDERAL WAY,http://schools.fwps.org/tot/,No
655,Pine Lake Middle School,Pine Lake Middle School,3200 228th Ave SE,98075,-122.03391096,47.58091819,ISSAQUAH,http://www.plms.issaquah.wednet.edu/,No
656,Rainier Beach High School,Rainier Beach High School,8815 Seward Park Ave S,98118,-122.26586105,47.52406882,SEATTLE,http://www.seattleschools.org/schools/rainierbeach/,No
657,Blaine School,Blaine School,2550 34th Ave W,98199,-122.40039717,47.64277598,SEATTLE,http://www.seattleschools.org/schools/blaine/,No
658,Roxhill School,Roxhill School,9430 30th Ave SW,98126,-122.37051717,47.51774164,SEATTLE,http://www.seattleschools.org/schools/roxhill/,No
659,Lake Forest Park Montessori Academy,Lake Forest Park Montessori Academy,19935 19th Ave NE,98155,-122.30958734,47.77380441,SHORELINE,http://www.lfpmontessori.com/page.cfm?p=14226,No
660,Franklin High School,Franklin High School,3010 S Mountt Baker Blvd,98144,-122.2931319,47.57605766,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=013&MiddleSel=heading&K8Sel=heading&ElementarySel=heading&AlternativeSel=heading&HighBtn.x=13&HighBtn.y=7,No
661,Silver Lake School,Silver Lake School,1310 SW 325th Pl,98023,-122.35222009,47.31017414,FEDERAL WAY,http://schools.fwps.org/silverlake/,No
662,Fall City School,Fall City School,33314 SE 42nd St,98024,-121.89611395,47.5695489,SNOQUALMIE VALLEY,http://fces.svsd410.org/,No
663,Fairwood School,Fairwood School,16600 148th Ave SE,98058,-122.14155574,47.45336814,KENT,http://www.kent.k12.wa.us/ksd/FW/,No
664,Rainier Jr High School,Rainier Jr High School,30620 116th Ave SE,98092,-122.18555319,47.32740501,AUBURN,http://www.auburn.wednet.edu/homepages/rainier/index.htm,No
665,Evergreen Academy,Evergreen Academy,16017 118th PL NE,98011,-122.1827769,47.74430929,NORTHSHORE,http://www.evergreenacademy.net/index.htm,No
666,Administration-Ambaum Blvd SW,Admin,15675 Ambaum Blvd SW,98166,-122.33796219,47.46227243,HIGHLINE,http://www.hsd401.org/,No
667,Jewish Day School,Jewish Day-Metro School,15749 NE 4th St,98008,-122.12830191,47.61276203,BELLEVUE,http://www.jds.org/,No
668,St Bernadette School,St Bernadette School,1028 SW 128th St,98146,-122.34816493,47.48911139,HIGHLINE,http://schools.privateschoolsreport.com/Washington/Seattle/StBernadetteElemSchool.html,No
669,Issaquah Valley School,Issaquah Valley School,555 NW Holly St,98027,-122.04537631,47.53662668,ISSAQUAH,http://www.ive.issaquah.wednet.edu/,No
670,Bellevue Montessori School,Bellevue Montessori School,2411 112th Ave NE,98004,-122.19138641,47.63214658,BELLEVUE,http://www.bellmontessori.org/preelementary.htm,No
671,Lakeside High School,Lakeside High School,14050 1st Ave NE,98125,-122.3267538,47.73270174,SEATTLE,http://www.lakesideschool.org/,No
672,Leota Jr High School,Leota Jr High School,19301 168th Ave NE,98072,-122.11632545,47.76756373,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=23,No
673,Enumclaw High School,Enumclaw High School,226 Semanski St,98022,-122.00651433,47.19120269,ENUMCLAW,http://www.lwsd.org/school/dickinson/Pages/default.aspx,No
674,Business Office,Business Office,9816 NE 183rd ST,98011,-122.20921401,47.76083723,NORTHSHORE,http://schoolcenter.nsd.org/education/components/scrapbook/default.php?sectiondetailid=14412&sc_id=1177947600,No
675,Administrative Building-NW Holly St,Admin,565 NW Holly St,98027,-122.04240463,47.53686303,ISSAQUAH,http://www.issaquah.wednet.edu/,No
676,Administration-SW 7th St,Admin,300 SW 7th St,98057,-122.22077508,47.47439769,RENTON,http://www.renton.wednet.edu/contacts/contact_us.htm,No
677,Benson Hill School,Benson Hill,18665 116th Ave SE,98058,-122.18727792,47.43481629,RENTON,http://www.renton.wednet.edu/bensonhill/default.htm,No
678,Cascade Ridge School,Cascade Ridge,2020 Trossachs Blvd SE,98075,-121.97316761,47.59121784,ISSAQUAH,http://www.cascaderidge.issaquah.wednet.edu/,No
679,Sunnycrest School,Sunnycrest School,24629 42nd Ave S,98032,-122.28215818,47.38054585,FEDERAL WAY,http://schools.fwps.org/sunnycrest/,No
680,Concord School,Concord School,723 S Concord St,98108,-122.32469265,47.52360903,SEATTLE,http://www.seattleschools.org/schools/concord/,No
681,Loyal Heights School,Loyal Heights School,2511 NW 80th St,98117,-122.38901192,47.68638401,SEATTLE,http://www.seattleschools.org/schools/loyalheights/,No
682,Washington School,Washington School,20 E St NE,98002,-122.2222514,47.30818244,AUBURN,http://www.auburn.wednet.edu/homepages/wash/default.htm,No
683,Overlake High School,Overlake High School,20301 NE 108th St,98053,-122.07007476,47.69400386,LAKE WASHINGTON,http://www.overlake.org/home.html,No
684,Nova High School,Nova High School,2410 E Cherry St,98122,-122.30087074,47.60834685,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?sid=023,No
685,Leschi School,Leschi School,135 32nd Ave,98122,-122.29181535,47.60210129,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=heading&MiddleSel=heading&ElementarySel=244&AlternativeSel=heading&ElementaryBtn.x=9&ElementaryBtn.y=4,No
686,Brigadoon School,Brigadoon School,3601 SW 336th St,98023,-122.37817607,47.29986863,FEDERAL WAY,http://schools.fwps.org/brig/,No
687,Summit Alternative School,Summit Alternative School,11051 34th Ave NE,98125,-122.29275224,47.70985885,SEATTLE,http://www.seattleschools.org/schools/summitk-12/,No
688,Renton High School,Renton High School,400 S 2nd St,98057,-122.21189161,47.48174378,RENTON,http://www.renton.wednet.edu/rhs/default.htm,No
689,Sacajawea Jr High School,Sacajawea Jr High School,1101 S Dash Point Rd,98003,-122.31875926,47.33428831,FEDERAL WAY,http://schools.fwps.org/sac/,No
690,Westhill School,Westhill School,19515 88th Ave NE,98011,-122.22447092,47.77032454,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=35,No
691,Lowell School,Lowell School,1058 E Mercer St,98102,-122.31838052,47.62442158,SEATTLE,http://www.seattleschools.org/schools/lowell/,No
692,St Marks Catholic School,St Marks Catholic School,18033 15th Pl NE,98155,-122.31385331,47.76089483,SHORELINE,http://stmss.org/,No
693,Evergreen Jr High School,Evergreen Jr High School,6900 208th Ave NE,98053,-122.06051184,47.6681349,LAKE WASHINGTON,http://schools.lwsd.org/ejh/,No
