,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_DESC,WEBSITE,LEVEL_,ENROLLMENT,Private
266,ST THOMAS MORE SCHOOL,515 W SAINT THOMAS MORE WAY,SPOKANE,WA,99208,(509) 466-3811,249,SPOKANE,47.732539549,-117.41958384,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461173,1,236,yes
267,SPOKANE CHRISTIAN ACADEMY,8909 E BIGELOW GULCH RD,SPOKANE,WA,99217,(509) 924-4888,64,SPOKANE,47.723166985,-117.28578353,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01913439,1,58,yes
268,JOHNSON CHRISTIAN SCHOOL,661 HWY 395 S,COLVILLE,WA,99114,(509) 680-2268,45,STEVENS,48.540948069,-117.896036649,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912898,3,39,yes
269,COLUMBIA RIVER CHRISTIAN ACADEMY,1086 HWY 395 N,KETTLE FALLS,WA,99141,(509) 738-6632,43,STEVENS,48.61140932,-118.093110123,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02067245,3,39,yes
270,COLVILLE VALLEY JUNIOR ACADEMY,139 E CEDAR LOOP,COLVILLE,WA,99114,(509) 684-6830,29,STEVENS,48.530218706,-117.893840539,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463942,3,26,yes
271,COMMUNITY CHRISTIAN ACADEMY/NORTHWEST CHRISTIAN HS,4706 PARK CENTER AVE NE,LACEY,WA,98516,(360) 493-2223,176,THURSTON,47.051610142,-122.820994414,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703576,1,165,yes
272,NATURE NURTURES FARM SCHOOL,1939 KAREN FRAZIER RD SE,OLYMPIA,WA,98501,(360) 709-9769,6,THURSTON,47.03158749,-122.863381953,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0110172,1,3,yes
273,GOSPEL OUTREACH CHRISTIAN SCHOOL,1925 S BAY RD NE,OLYMPIA,WA,98506,(360) 786-0070,66,THURSTON,47.062364189,-122.863367512,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503644,3,54,yes
274,NOVA SCHOOL,2020 22ND AVE SE,OLYMPIA,WA,98501,(360) 491-7097,117,THURSTON,47.029546355,-122.872697357,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504432,1,105,yes
275,OLYMPIA COMMUNITY SCHOOL,114 20TH AVE SE,OLYMPIA,WA,98501,(360) 866-8047,34,THURSTON,47.088276906,-122.968364853,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463501,1,31,yes
276,EVERGREEN CHRISTIAN SCHOOL,1010 BLACK LAKE BLVD SW,OLYMPIA,WA,98502,(360) 357-5590,278,THURSTON,47.038158449,-122.932848766,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461774,1,270,yes
277,ST MICHAEL SCHOOL,1204 11TH AVE SE,OLYMPIA,WA,98501,(360) 754-5131,242,THURSTON,47.04042988,-122.885291848,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460817,1,224,yes
278,TEMPLE BAPTIST ACADEMY,3806 COLLEGE ST SE,LACEY,WA,98503,(360) 491-3395,25,THURSTON,47.01343292,-122.822386573,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9301043,3,22,yes
279,OLYMPIA WALDORF SCHOOL,8126 NORMANDY ST SE,OLYMPIA,WA,98501,(360) 493-0906,145,THURSTON,46.967662021,-122.834365085,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9304084,1,135,yes
280,HOLY FAMILY SCHOOL,2606 CARPENTER RD SE,LACEY,WA,98503,(360) 491-7060,88,THURSTON,47.023417752,-122.790848061,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106815,1,79,yes
281,CAPITAL MONTESSORI SCHOOL,730 LILLY RD SE,OLYMPIA,WA,98501,(360) 438-3639,27,THURSTON,47.042870937,-122.843903309,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504342,1,19,yes
282,DESALES CATHOLIC HIGH SCHOOL,919 E SUMACH ST,WALLA WALLA,WA,99362,(509) 525-3030,106,WALLA WALLA,46.076612116,-118.332855387,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461162,2,94,yes
283,LIBERTY CHRISTIAN SCHOOL,3172 PEPPERS BRIDGE RD,WALLA WALLA,WA,99362,(509) 525-5082,81,WALLA WALLA,46.028904663,-118.38319193,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463308,1,74,yes
284,ROGERS ADVENTIST SCHOOL,200 SW ACADEMY WAY,COLLEGE PLACE,WA,99324,(509) 529-1850,329,WALLA WALLA,46.048111645,-118.400319414,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463909,1,315,yes
285,ASSUMPTION SCHOOL,2066 E ALDER ST,WALLA WALLA,WA,99362,(509) 525-9283,210,WALLA WALLA,46.067013114,-118.290811058,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461151,1,195,yes
286,WALLA WALLA VALLEY ACADEMY,300 SW ACADEMY WAY,COLLEGE PLACE,WA,99324,(509) 525-1050,171,WALLA WALLA,46.046806696,-118.399968482,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464163,2,159,yes
287,CEDAR TREE MONTESSORI,2114 BROADWAY ST,BELLINGHAM,WA,98225,(360) 714-1762,65,WHATCOM,48.762128056,-122.484486133,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0110105,1,56,yes
288,HOME PORT LEARNING CENTER,707 ASTOR ST,BELLINGHAM,WA,98225,(360) 715-8860,15,WHATCOM,48.75430219,-122.484997177,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303283,2,13,yes
289,GARDENVIEW MONTESSORI,3242 FIRWOOD AVE,BELLINGHAM,WA,98225,(360) 527-9638,8,WHATCOM,48.775424175,-122.502678156,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503643,1,7,yes
290,EXPLORATIONS ACADEMY,1701 ELLIS ST # 215,BELLINGHAM,WA,98225,(360) 671-8085,21,WHATCOM,48.752710662,-122.472568715,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703536,2,18,yes
291,CORNERSTONE CHRISTIAN SCHOOL,8872 NORTHWOOD RD,LYNDEN,WA,98264,(360) 318-0663,11,WHATCOM,48.962435446,-122.405767776,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303273,2,2,yes
292,LYNDEN CHRISTIAN SCHOOL EVERGREEN CAMPUS,567 E KELLOGG RD,BELLINGHAM,WA,98226,(360) 738-8248,129,WHATCOM,48.746194837,-122.401124492,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9301038,1,118,yes
293,MONTESSORI AT SAMISH WOODS,1027 SAMISH WAY,BELLINGHAM,WA,98229,(360) 650-9465,75,WHATCOM,48.722189865,-122.470165112,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504337,1,70,yes
294,ST PAUL'S ACADEMY,1509 E VICTOR ST,BELLINGHAM,WA,98225,(360) 733-1750,171,WHATCOM,48.770761694,-122.492464911,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=K9306279,1,153,yes
295,ASSUMPTION CATHOLIC SCHOOL,2116 CORNWALL AVE,BELLINGHAM,WA,98225,(360) 733-6133,189,WHATCOM,48.758167456,-122.473694221,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460974,1,171,yes
296,WHATCOM HILLS WALDORF SCHOOL,941 AUSTIN ST,BELLINGHAM,WA,98229,(360) 733-3164,192,WHATCOM,48.741959134,-122.399609786,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106870,1,174,yes
297,EBENEZER CHRISTIAN SCHOOL,9390 GUIDE MERIDIAN RD,LYNDEN,WA,98264,(360) 354-2632,169,WHATCOM,48.982110158,-122.484633618,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462144,1,158,yes
298,COVENANT CHRISTIAN SCHOOL,9088 NORTHWOOD RD,LYNDEN,WA,98264,(360) 354-5436,31,WHATCOM,48.970797929,-122.406836022,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912468,1,27,yes
299,LYNDEN CHRISTIAN SCHOOL,307 DRAYTON ST,LYNDEN,WA,98264,(360) 354-5492,1200,WHATCOM,48.950040924,-122.443776281,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503657,3,1104,yes
300,PULLMAN CHRISTIAN SCHOOL,345 SW KIMBALL DR,PULLMAN,WA,99163,(509) 332-3545,84,WHITMAN,46.722359461,-117.187793506,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01913224,3,76,yes
301,MONTESSORI SCHOOL OF PULLMAN,115 NW STATE ST,PULLMAN,WA,99163,(509) 334-4114,25,WHITMAN,46.730953545,-117.183299019,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504411,1,23,yes
302,GUARDIAN ANGEL-ST BONIFACE SCHOOL,306 STEPTOE ST,COLTON,WA,99113,(509) 229-3451,23,WHITMAN,46.570886786,-117.129151724,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461366,1,19,yes
303,ST JOSEPH MARQUETTE CATHOLIC SCHOOL,202 N 4TH ST,YAKIMA,WA,98901,(509) 949-5358,346,YAKIMA,46.60590311,-120.503377173,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461424,1,324,yes
304,RIVERSIDE CHRISTIAN,721 KEYS RD,YAKIMA,WA,98901,(509) 965-2602,358,YAKIMA,46.597305689,-120.45816907,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463352,3,327,yes
305,CHRISTIAN WORSHIP CENTER ACADEMY,204 CHEYNE RD,ZILLAH,WA,98953,(509) 829-6935,47,YAKIMA,46.408024807,-120.273118127,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0110109,3,42,yes
306,LA SALLE HIGH SCHOOL,3000 LIGHTNING WAY,UNION GAP,WA,98903,(509) 225-2900,223,YAKIMA,46.550015456,-120.495054153,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0110137,2,204,yes
307,ST JOHN OF KRONSTADT ORTHODOX CHRISTIAN SCHOOL,706 STEWART ST,YAKIMA,WA,98902,(509) 452-0177,29,YAKIMA,46.586775982,-120.515884796,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303308,1,25,yes
308,MONTESSORI SCHOOL OF YAKIMA,511 N 44TH AVE,YAKIMA,WA,98908,(509) 966-0680,50,YAKIMA,46.606292017,-120.566708782,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0308158,1,43,yes
309,HOPE ACADEMY,370 FLYING H LOOP,NACHES,WA,98937,(509) 658-2990,20,YAKIMA,46.802710911,-120.921717379,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01913144,2,10,yes
310,GRACE LUTHERAN SCHOOL,1207 S 7TH AVE,YAKIMA,WA,98902,(509) 457-6611,18,YAKIMA,46.582771198,-120.515642052,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461865,1,15,yes
311,CHRIST THE TEACHER CATHOLIC SCHOOL,5508 W CHESTNUT AVE,YAKIMA,WA,98908,(509) 575-5604,145,YAKIMA,46.595880586,-120.526621821,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461413,1,131,yes
312,YAKIMA ADVENTIST CHRISTIAN SCHOOL,1200 CITY RESERVOIR RD,YAKIMA,WA,98908,(509) 966-1933,106,YAKIMA,46.618717931,-120.578454367,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464094,3,98,yes
313,HARRAH COMMUNITY CHRISTIAN SCHOOL,50 DANE AVE,HARRAH,WA,98933,(509) 848-2418,47,YAKIMA,46.403910635,-120.546404701,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912752,1,43,yes
314,SUNNYSIDE CHRISTIAN SCHOOL,811 N AVE,SUNNYSIDE,WA,98944,(509) 837-8995,263,YAKIMA,46.330542978,-120.00946636,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9301030,3,243,yes
315,GRANDVIEW ADVENTIST JR ACADEMY,106 N ELM ST,GRANDVIEW,WA,98930,(509) 882-3817,13,YAKIMA,46.257409697,-119.895190567,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464232,1,12,yes
316,CAMAS CHRISTIAN ACADEMY,717 SE EVERETT RD,CAMAS,WA,98607,(360) 833-0558,107,CLARK,45.617076452,-122.402678425,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903733,1,96,yes
317,CALVARY CHAPEL CHRISTIAN SCHOOL,16409 E BROADWAY AVE,SPOKANE VALLEY,WA,99037,(509) 921-9460,10,SPOKANE,47.664806341,-117.184148256,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903734,1,8,yes
318,COMMUNITY MONTESSORI,1407 S I ST,TACOMA,WA,98405,(253) 627-7554,15,PIERCE,47.248892686,-122.447645477,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903739,3,14,yes
319,OLYMPIC VIEW MONTESSORI,18530 76TH AVE W,EDMONDS,WA,98026,(425) 640-0746,7,SNOHOMISH,47.830848821,-122.33802536,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903755,1,3,yes
320,PACIFIC LEARNING CENTER NW,14550 WESTMINSTER WAY N,SHORELINE,WA,98133,(425) 672-6805,38,KING,47.805470275,-122.322410565,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903756,3,32,yes
321,VALLEY CHRISTIAN SCHOOL,10212 E 9TH AVE,SPOKANE VALLEY,WA,99206,(509) 924-9131,236,SPOKANE,47.647353877,-117.267734622,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903775,3,218,yes
322,EAGLE VIEW CHRISTIAN SCHOOL,13036 MORRIS RD SE,YELM,WA,98597,(360) 458-3090,130,THURSTON,46.896367419,-122.606281,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0990138,3,120,yes
323,SEATTLE AREA GERMAN AMERICAN SCHOOL,11010 GREENWOOD AVE N,SEATTLE,WA,98133,(206) 442-2023,66,KING,47.677140093,-122.322539453,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0990140,1,50,yes
324,SKINNER ELEMENTARY MONTESSORI SCHOOL,5001 N E 66TH AVE,VANCOUVER,WA,98661,(360) 696-4862,19,CLARK,45.658380001,-122.604061555,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461763,1,15,yes
325,BELLINGHAM CHRISTIAN SCHOOL,1600 E SUNSET DR,BELLINGHAM,WA,98226,(360) 733-7303,180,WHATCOM,48.774557759,-122.452668505,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463498,1,169,yes
326,THE NORTHWEST SCHOOL,1415 SUMMIT AVE,SEATTLE,WA,98122,(206) 682-7309,564,KING,47.613328624,-122.325977299,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01913133,3,506,yes
327,CORNERSTONE CHRISTIAN ACADEMY,7708 NE 78TH ST,VANCOUVER,WA,98662,(360) 256-9715,324,CLARK,45.681103599,-122.592975889,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912424,1,304,yes
328,MONTESSORI PLUS SCHOOL,23807 98TH AVE S,KENT,WA,98031,(253) 859-2262,20,KING,47.38834195,-122.210742503,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504406,1,10,yes
329,NEW HORIZON SCHOOL,1111 S CARR RD,RENTON,WA,98055,(425) 226-3717,62,KING,47.441935039,-122.204123731,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703570,3,52,yes
330,BAKER VIEW CHRISTIAN SCHOOL,5353 WASCHKE RD,BELLINGHAM,WA,98226,(360) 384-8155,13,WHATCOM,48.835389006,-122.530663336,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=AA000074,1,11,yes
331,CEDAR TREE CLASSICAL CHRISTIAN SCHOOL,20609 NE 29TH AVE,RIDGEFIELD,WA,98642,(360) 887-0190,231,CLARK,45.770354203,-122.640478207,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903737,3,208,yes
332,NORTH WHIDBEY CHRISTIAN HIGH SCHOOL,675 E WHIDBEY AV.,OAK HARBOR,WA,98277,(360) 675-5352,23,ISLAND,48.298009725,-122.650303738,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903751,2,21,yes
333,PIONEER MEADOWS MONTESSORI SCHOOL,2377 DOUGLAS RD,FERNDALE,WA,98248,(360) 778-3681,86,WHATCOM,48.842914756,-122.611477409,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903758,1,82,yes
334,SUMMIT CHRISTIAN ACADEMY,8913 N NETTLETON LN,SPOKANE,WA,99208,(509) 924-4618,144,SPOKANE,47.740414359,-117.446307427,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903764,3,133,yes
335,ST BASIL ACADEMY OF CLASSICAL STUDIES,2346 S WILBUR AVE,WALLA WALLA,WA,99362,(509) 525-9380,58,WALLA WALLA,46.039600297,-118.305666899,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903766,1,54,yes
336,A COUNTRY GARDEN MONTESSORI,38722 264TH AVE SE,ENUMCLAW,WA,98022,(360) 825-8886,6,KING,47.253682176,-121.9888644,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971821,1,4,yes
337,CEDAR CREST ACADEMY BELLEWOOD,2125 112TH AVE NE,BELLEVUE,WA,98004,(425) 454-1234,148,KING,47.62994793,-122.192350196,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971838,1,135,yes
338,CHELSEA HOUSE MONTESSORI PRESCHOOL/KDGN,13742 30TH AVE NE,SEATTLE,WA,98125,(206) 363-5212,23,KING,47.729092756,-122.296002299,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971840,1,19,yes
339,KINDERCARE LEARNING CENTER #1004,4504 6TH AVE SE,LACEY,WA,98503,(360) 438-0245,43,THURSTON,47.04407504,-122.824883877,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971883,1,25,yes
340,LAKESIDE MONTESSORI HIGHLANDS,2001 15TH AVE NE,ISSAQUAH,WA,98029,(425) 394-1000,10,KING,47.549153366,-122.009100627,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971904,1,6,yes
341,MONTESSORI CHILDRENS HOUSE OF LONG VIEW,3137 COLUMBIA HEIGHTS RD,LONGVIEW,WA,98632,(360) 578-9885,14,COWLITZ,46.162585296,-122.941373044,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971917,1,12,yes
342,STEPPING STONE CHRISTIAN SCHOOL,23306 E MISSION AVE,LIBERTY LAKE,WA,99019,(509) 924-0776,14,SPOKANE,47.670865645,-117.091682623,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971956,1,13,yes
343,ST MICHAEL CATHOLIC SCHOOL,1514 PINE AVE,SNOHOMISH,WA,98290,(425) 568-0821,107,SNOHOMISH,47.930735581,-122.086012919,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903767,1,100,yes
344,ST NICHOLAS CATHOLIC SCHOOL,3555 EDWARDS DR,GIG HARBOR,WA,98335,(253) 858-7632,122,PIERCE,47.329131045,-122.586268777,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903768,1,111,yes
345,COMPASS MONTESSORI SCHOOL,1610 SW DASH POINT RD,FEDERAL WAY,WA,98023,(253) 835-7755,9,KING,47.323500593,-122.355042263,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971852,1,6,yes
346,GOOD SHEPHERD MONTESSORI,805 SE ELLSWORTH RD,VANCOUVER,WA,98664,(360) 892-7770,12,CLARK,45.615395365,-122.560523369,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971865,1,7,yes
347,PHOENIX MONTESSORI,15509 116TH AVE SE,RENTON,WA,98058,(425) 793-3027,12,KING,47.464449879,-122.186534198,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0971940,1,5,yes
348,LITTLE DOVES PRESCHOOL & KINDERGARTEN,202 DICKINSON AVE,MONROE,WA,98272,(360) 794-7230,4,SNOHOMISH,47.854795076,-121.982965273,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=K9306290,1,4,yes
349,UPPER VALLEY CHRISTIAN SCHOOL,111 SKI HILL DR,LEAVENWORTH,WA,98826,(509) 548-5292,55,CHELAN,47.594525526,-120.668988269,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01913654,3,48,yes
350,HOLY ROSARY SCHOOL,770 ALOHA ST,EDMONDS,WA,98020,(425) 778-3197,256,SNOHOMISH,47.815684332,-122.370138291,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460908,1,238,yes
351,BEL-RED BILINGUAL ACADEMY,15061 NE BEL RED RD,BELLEVUE,WA,98007,(425) 283-0717,78,KING,47.627249984,-122.137867906,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903730,1,71,yes
352,QUINCY VALLEY SCHOOL,1804 13TH AVE SW,QUINCY,WA,98848,(509) 797-5301,70,GRANT,47.230540799,-119.87421179,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0903760,1,63,yes
